154.5384583	-31.7376389
152.2961250	-28.9316667
162.7697917	-31.6372500
159.3170417	-29.5675278
162.6765833	-27.5524167
161.4192500	-29.4571389
157.0403333	-26.7385833
153.4583750	-31.8934444
150.4165000	-30.9746944
152.9740000	-26.1708056
159.3490000	-29.1316944
161.1567917	-27.2051667
153.3720000	-28.5201667
156.9901250	-27.2861944
154.2690833	-28.0684167
157.1579583	-31.8256944
150.3490833	-26.6224167
150.1703333	-31.6641389
159.0754167	-26.2134167
153.4361250	-31.8825556
152.2301250	-30.1867222
153.1147083	-27.4377500
151.6422083	-29.2354722
159.2926250	-26.7948056
156.1233333	-30.2175000
157.0119167	-29.6198333
156.3903333	-24.6035278
159.4270000	-28.3846111
158.4662083	-25.6048889
156.2733333	-24.4345833
154.2343750	-30.7755556
161.5413750	-29.3486389
159.1324583	-25.8888611
154.6196667	-31.3985278
156.3229583	-25.2718333
160.7303333	-28.8215278
162.6506250	-24.1055278
159.8061250	-25.1579722
152.3187917	-28.6685556
157.3306250	-30.6945556
155.2156250	-29.8360556
161.1489583	-28.6910556
159.0450833	-25.4292500
153.0602500	-24.8670000
156.3537083	-31.9326944
152.1078333	-27.3696667
159.0531250	-25.4121389
163.5825833	-27.7482222
160.4135833	-26.1809444
163.9057500	-31.6802778
162.6419583	-24.0887500
152.6957917	-26.4429167
159.1702917	-29.6073333
158.6898750	-28.3470556
160.8858750	-25.5551667
155.8628333	-26.8358889
153.4905417	-24.9926667
155.5505833	-24.4063889
152.8547083	-30.2766111
153.3045833	-25.7818611
158.8524167	-24.0581111
152.3652500	-30.2638889
155.6227083	-26.7928611
159.5852500	-24.8900278
152.2108750	-31.6509167
150.5271250	-26.9351667
153.6618333	-27.7143056
150.6715417	-26.9886389
153.7027917	-29.7426944
162.3564167	-28.0575278
159.8167083	-30.1940000
151.6701250	-28.7958611
160.4457500	-30.3531111
159.4161250	-27.0904444
155.0212083	-25.0716667
162.9696667	-28.9505556
160.0680833	-26.2800833
163.4915417	-25.6711389
151.3382500	-31.7478889
152.6873750	-28.5411944
162.6671667	-27.2892222
159.2969583	-25.9800556
152.0152917	-28.5963611
157.7801667	-27.9043333
150.5914583	-29.4647222
159.3795833	-29.4551389
155.4510000	-24.0375278
152.2412083	-24.9508056
157.6047917	-26.9550556
151.7207083	-31.5000833
155.8794583	-27.8135556
153.9662083	-30.3240000
154.7855000	-27.1490278
160.2618750	-29.3137222
161.5394583	-29.3349167
150.2811250	-30.6666944
152.0829583	-29.6916944
159.0147083	-31.1646389
158.9368750	-28.4369167
154.9260417	-27.3148333
162.1763333	-24.9271111
161.5966250	-26.3716389
162.2970833	-29.4536111
163.1236667	-24.6586389
160.1270417	-29.2638611
151.1004167	-25.3797778
158.5854583	-30.2342500
157.1922917	-24.4851667
151.6738750	-25.4100556
153.7256250	-24.2193333
156.0306250	-26.7383333
158.2941667	-25.1543611
152.6666250	-24.6575000
161.1239167	-30.2498056
152.2472500	-28.4783611
158.3010417	-28.2500278
152.7732500	-28.7943889
154.9138750	-30.9095000
158.1395000	-24.1375000
156.7053333	-25.4025000
159.7706667	-25.0996389
153.2497083	-24.9465000
161.1575417	-24.1930556
156.4902917	-29.0806111
153.4212500	-31.6333889
157.6525417	-26.5206944
154.8122500	-24.6016667
157.4172083	-30.5615000
161.3629167	-28.6789167
157.2784583	-26.3111111
153.3812917	-28.5312778
156.7861667	-27.6546111
160.5010417	-28.8091389
152.0418750	-30.5617222
157.1568750	-31.1328611
160.5038750	-28.0728056
162.2350833	-28.3212500
154.0432917	-27.4609444
155.9992083	-25.8266389
156.8045417	-31.1951944
150.5964583	-27.5086944
159.8740417	-24.8681944
155.9720000	-28.1865833
159.6001250	-24.3987500
159.1470000	-26.7744167
153.0846250	-25.7912222
156.7586250	-30.5470000
154.5135000	-29.9635278
153.0052500	-26.4684444
152.8552500	-30.8620278
155.2715833	-30.5055000
160.1931667	-24.8452500
153.1116250	-25.7735278
162.3447083	-26.1333056
161.1869167	-26.8085000
162.3372917	-31.8705833
152.8385000	-31.3966111
152.5322500	-30.0071389
157.2107917	-27.5942222
154.0670833	-28.2827500
152.7170833	-30.4164722
158.9842083	-31.1523056
158.0275000	-24.0137222
162.9738333	-27.3672500
159.9989583	-28.8831111
161.4689167	-26.1931667
151.2907917	-31.0771667
159.5992083	-26.8998333
157.3954583	-28.9642222
159.7117917	-24.2055278
154.5991667	-29.6660833
160.1488333	-31.4583611
160.6942083	-28.3428056
154.5283333	-25.1693889
158.4263333	-28.8962500
155.6802500	-28.2522500
154.0548333	-27.4126111
160.3752500	-26.6226111
155.8110000	-31.3327500
